game_id,team_id,sub_count,avg_sub,total_shots_secondHalf,total_sub_time,shots_before_avgSub,shots_after_avgSub,spm_before,spm_after,spm_diff
1834460,1730,4,70.75,6.0,77,4.0,2.0,0.1553398058252427,0.1038961038961039,-0.0514437019291388
1834461,33,4,75.25,7.0,60,4.0,3.0,0.1322314049586777,0.2033898305084746,0.0711584255497969
1834461,134,5,72.0,7.0,90,3.0,4.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
1834462,33,5,68.6,5.0,107,2.0,3.0,0.08474576271186443,0.14018691588785043,0.055441153175986
1834462,219,4,82.25,10.0,32,9.0,1.0,0.24161073825503357,0.12903225806451613,-0.11257848019051744
1834463,109,5,73.2,4.0,84,1.0,3.0,0.035460992907801414,0.1785714285714286,0.1431104356636272
1834463,283,5,55.6,2.0,172,0.0,2.0,0.0,0.05813953488372093,0.05813953488372093
1834464,41,3,83.33333333333333,4.0,20,4.0,0.0,0.10434782608695653,0.0,-0.10434782608695653
1834464,796,4,81.5,6.0,35,4.0,2.0,0.1095890410958904,0.23529411764705882,0.12570507655116842
1834465,36,3,80.33333333333333,4.0,29,3.0,1.0,0.0849056603773585,0.10344827586206891,0.01854261548471041
1834465,283,4,80.5,6.0,38,6.0,0.0,0.16901408450704225,0.0,-0.16901408450704225
1834466,36,5,71.0,5.0,95,1.0,4.0,0.038461538461538464,0.21052631578947367,0.1720647773279352
1834466,1730,5,63.0,8.0,135,5.0,3.0,0.2777777777777778,0.1111111111111111,-0.16666666666666669
1834467,41,4,69.25,11.0,83,1.0,10.0,0.041237113402061855,0.4819277108433735,0.4406905974413116
1834467,4852,5,79.6,4.0,54,3.0,1.0,0.08670520231213874,0.0961538461538461,0.009448643841707363
1834468,37,5,73.8,7.0,81,3.0,4.0,0.10416666666666667,0.24691358024691354,0.14274691358024688
1834468,219,5,71.4,6.0,93,4.0,2.0,0.1515151515151515,0.10752688172043014,-0.043988269794721355
1834469,45,5,78.8,5.0,56,5.0,0.0,0.14792899408284024,0.0,-0.14792899408284024
1834469,7614,5,66.6,5.0,117,2.0,3.0,0.09259259259259262,0.12820512820512817,0.03561253561253555
1834470,44,5,74.0,6.0,80,3.0,3.0,0.10344827586206896,0.1875,0.08405172413793104
1834470,1211,4,61.25,6.0,115,3.0,3.0,0.18461538461538463,0.10434782608695652,-0.08026755852842811
1834471,42,4,78.5,8.0,46,5.0,3.0,0.14925373134328357,0.2608695652173913,0.11161583387410773
1834471,283,5,76.6,3.0,67,2.0,1.0,0.06329113924050635,0.07462686567164176,0.01133572643113541
1834472,33,5,69.8,2.0,101,2.0,0.0,0.08064516129032259,0.0,-0.08064516129032259
1834472,50,5,68.4,7.0,108,3.0,4.0,0.12820512820512817,0.18518518518518523,0.056980056980057064
1834473,109,4,61.0,6.0,116,2.0,4.0,0.125,0.13793103448275862,0.012931034482758619
1834473,796,5,83.2,4.0,42,4.0,0.0,0.10471204188481674,0.0,-0.10471204188481674
1834474,134,5,69.8,10.0,101,6.0,4.0,0.24193548387096778,0.198019801980198,-0.043915681890769775
1834474,1206,5,75.2,12.0,74,6.0,6.0,0.1986754966887417,0.4054054054054055,0.20672990871666377
1834475,37,3,69.0,11.0,63,8.0,3.0,0.3333333333333333,0.14285714285714285,-0.19047619047619047
1834475,7614,5,76.8,2.0,66,1.0,1.0,0.031446540880503145,0.07575757575757575,0.0443110348770726
1834476,33,5,71.4,6.0,93,3.0,3.0,0.11363636363636362,0.1612903225806452,0.047653958944281594
1834476,44,5,75.6,9.0,72,7.0,2.0,0.22875816993464057,0.13888888888888884,-0.08986928104575173
1834477,109,5,71.4,8.0,105,2.0,6.0,0.07575757575757575,0.3225806451612904,0.24682306940371468
1834477,4852,5,64.8,9.0,126,0.0,9.0,0.0,0.3571428571428571,0.3571428571428571
1834478,36,4,61.0,6.0,116,1.0,5.0,0.0625,0.1724137931034483,0.10991379310344829
1834478,50,4,76.0,2.0,56,2.0,0.0,0.06451612903225806,0.0,-0.06451612903225806
1834479,1206,4,59.75,2.0,121,1.0,1.0,0.06779661016949153,0.03305785123966942,-0.0347387589298221
1834479,1730,5,61.6,21.0,142,3.0,18.0,0.18072289156626503,0.6338028169014085,0.45307992533514346
1834480,45,4,80.5,3.0,40,1.0,2.0,0.028169014084507043,0.21052631578947367,0.18235730170496664
1834480,219,5,54.8,8.0,176,0.0,8.0,0.0,0.22727272727272727,0.22727272727272727
1834481,134,5,77.8,5.0,61,3.0,2.0,0.09146341463414635,0.16393442622950816,0.0724710115953618
1834481,1211,3,85.33333333333333,15.0,17,14.0,1.0,0.347107438016529,0.21428571428571408,-0.1328217237308149
1834482,42,5,82.0,4.0,40,4.0,0.0,0.10810810810810811,0.0,-0.10810810810810811
1834482,796,5,75.4,9.0,73,7.0,2.0,0.2302631578947368,0.13698630136986306,-0.09327685652487375
1834483,41,5,72.4,12.0,88,8.0,4.0,0.29197080291970795,0.22727272727272735,-0.0646980756469806
1834483,283,3,78.33333333333333,2.0,41,1.0,1.0,0.030000000000000006,0.08571428571428567,0.05571428571428567
1834484,36,5,67.2,5.0,114,2.0,3.0,0.09009009009009007,0.13157894736842107,0.041488857278331
1834484,44,5,74.4,5.0,78,4.0,1.0,0.13605442176870747,0.06410256410256412,-0.07195185766614334
1834485,41,5,45.6,16.0,222,0.0,16.0,0.0,0.3603603603603604,0.3603603603603604
1834485,1730,4,67.25,3.0,91,2.0,1.0,0.0898876404494382,0.04395604395604396,-0.04593159649339424
1834486,37,5,76.0,14.0,72,10.0,4.0,0.3225806451612903,0.2857142857142857,-0.036866359447004615
1834486,134,5,71.0,10.0,95,5.0,5.0,0.19230769230769232,0.2631578947368421,0.07085020242914977
1834487,36,2,74.5,10.0,31,6.0,4.0,0.2033898305084746,0.25806451612903225,0.05467468562055766
1834487,219,5,58.0,6.0,160,3.0,3.0,0.23076923076923078,0.09375,-0.13701923076923078
1834488,50,5,71.2,7.0,94,3.0,4.0,0.11450381679389311,0.21276595744680854,0.09826214065291543
1834488,1211,4,75.0,8.0,60,7.0,1.0,0.23333333333333334,0.06666666666666667,-0.16666666666666669
1834489,41,5,70.8,9.0,96,5.0,4.0,0.1937984496124031,0.20833333333333331,0.014534883720930203
1834489,7614,4,67.25,1.0,91,1.0,0.0,0.0449438202247191,0.0,-0.0449438202247191
1834490,33,5,68.2,8.0,109,5.0,3.0,0.21551724137931033,0.13761467889908258,-0.07790256248022775
1834490,219,4,64.5,6.0,102,3.0,3.0,0.15384615384615385,0.11764705882352941,-0.036199095022624445
1834491,37,5,62.2,14.0,139,6.0,8.0,0.34883720930232553,0.2877697841726619,-0.06106742512966362
1834491,1211,5,57.2,5.0,164,1.0,4.0,0.08196721311475408,0.12195121951219513,0.039984006397441055
1834492,44,3,72.0,10.0,54,5.0,5.0,0.18518518518518517,0.2777777777777778,0.09259259259259262
1834492,134,5,84.0,7.0,36,7.0,0.0,0.1794871794871795,0.0,-0.1794871794871795
1834493,45,5,79.4,12.0,53,11.0,1.0,0.3197674418604651,0.09433962264150948,-0.2254278192189556
1834493,50,3,73.0,3.0,51,2.0,1.0,0.07142857142857142,0.058823529411764705,-0.01260504201680672
1834494,42,5,77.2,6.0,64,5.0,1.0,0.15527950310559005,0.07812500000000001,-0.07715450310559004
1834494,109,5,75.8,7.0,71,4.0,3.0,0.12987012987012989,0.21126760563380279,0.0813974757636729
1834495,42,5,78.8,5.0,56,4.0,1.0,0.1183431952662722,0.08928571428571426,-0.029057480980557937
1834495,4852,4,60.0,8.0,120,3.0,5.0,0.2,0.16666666666666666,-0.033333333333333354
1834496,1206,4,64.5,15.0,102,5.0,10.0,0.2564102564102564,0.39215686274509803,0.13574660633484165
1834496,7614,5,73.6,3.0,84,2.0,1.0,0.06993006993006995,0.06097560975609754,-0.00895446017397241
1834497,33,4,67.25,11.0,91,8.0,3.0,0.3595505617977528,0.13186813186813187,-0.22768242992962093
1834497,134,5,75.6,1.0,72,0.0,1.0,0.0,0.06944444444444442,0.06944444444444442
1834498,45,5,73.2,9.0,84,4.0,5.0,0.14184397163120566,0.29761904761904767,0.15577507598784202
1834498,7614,3,79.33333333333333,7.0,33,6.0,1.0,0.1747572815533981,0.09374999999999996,-0.08100728155339813
1834499,796,5,55.4,6.0,173,1.0,5.0,0.09615384615384617,0.1445086705202312,0.048354824366385024
1834499,1730,5,66.8,5.0,116,3.0,2.0,0.13761467889908258,0.08620689655172413,-0.05140778234735845
1834500,44,5,68.0,5.0,110,4.0,1.0,0.17391304347826086,0.045454545454545456,-0.1284584980237154
1834500,1211,5,69.8,5.0,101,4.0,1.0,0.16129032258064518,0.0495049504950495,-0.11178537208559569
1834501,109,3,78.0,7.0,37,5.0,2.0,0.15151515151515152,0.16666666666666666,0.015151515151515138
1834501,283,5,80.4,7.0,48,5.0,2.0,0.14124293785310732,0.20833333333333345,0.06709039548022613
1834502,41,5,80.6,11.0,47,8.0,3.0,0.22471910112359555,0.31914893617021256,0.094429835046617
1834502,4852,5,69.4,6.0,103,2.0,4.0,0.08196721311475408,0.19417475728155345,0.11220754416679937
1834503,44,4,51.5,10.0,154,0.0,10.0,0.0,0.2597402597402597,0.2597402597402597
1834503,1206,5,75.4,4.0,73,2.0,2.0,0.06578947368421051,0.13698630136986306,0.07119682768565255
1834504,33,5,64.8,12.0,126,3.0,9.0,0.15151515151515155,0.3571428571428571,0.20562770562770555
1834504,50,5,69.4,10.0,103,5.0,5.0,0.2049180327868852,0.2427184466019418,0.03780041381505661
1834505,36,5,61.8,3.0,141,2.0,1.0,0.11904761904761907,0.035460992907801414,-0.08358662613981765
1834505,134,5,77.6,6.0,62,3.0,3.0,0.09202453987730062,0.24193548387096764,0.149910943993667
1834506,36,5,84.2,6.0,31,6.0,0.0,0.1530612244897959,0.0,-0.1530612244897959
1834506,1730,5,64.4,4.0,128,1.0,3.0,0.0515463917525773,0.11718750000000003,0.06564110824742272
1834507,37,3,59.0,8.0,93,0.0,8.0,0.0,0.25806451612903225,0.25806451612903225
1834507,219,3,57.666666666666664,4.0,97,0.0,4.0,0.0,0.12371134020618556,0.12371134020618556
1834508,41,5,67.0,2.0,115,0.0,2.0,0.0,0.08695652173913043,0.08695652173913043
1834508,50,5,57.0,2.0,165,1.0,1.0,0.08333333333333333,0.030303030303030304,-0.053030303030303025
1834509,134,5,82.6,8.0,37,7.0,1.0,0.18617021276595747,0.13513513513513503,-0.051035077630822434
1834509,1206,5,61.0,10.0,145,1.0,9.0,0.0625,0.3103448275862069,0.2478448275862069
1834510,33,4,66.0,4.0,96,0.0,4.0,0.0,0.16666666666666666,0.16666666666666666
1834510,37,2,70.0,12.0,40,6.0,6.0,0.24,0.3,0.06
1834511,109,4,71.25,6.0,75,1.0,5.0,0.0380952380952381,0.26666666666666666,0.22857142857142856
1834511,796,5,69.2,9.0,104,4.0,5.0,0.16528925619834708,0.24038461538461542,0.07509535918626833
1834512,44,4,67.75,7.0,89,4.0,3.0,0.17582417582417584,0.1348314606741573,-0.04099271515001854
1834512,45,5,82.4,4.0,41,3.0,1.0,0.0802139037433155,0.13157894736842116,0.05136504362510566
1834513,42,4,80.75,6.0,39,4.0,2.0,0.11188811188811189,0.21621621621621623,0.10432810432810434
1834513,283,4,82.25,9.0,31,9.0,0.0,0.24161073825503357,0.0,-0.24161073825503357
1834514,283,4,81.0,3.0,42,1.0,2.0,0.027777777777777776,0.2222222222222222,0.19444444444444442
1834514,4852,5,60.4,5.0,148,1.0,4.0,0.06493506493506494,0.13513513513513511,0.07020007020007017
1834515,36,5,77.4,11.0,63,10.0,1.0,0.3086419753086419,0.0793650793650794,-0.2292768959435625
1834515,50,5,72.6,3.0,87,2.0,1.0,0.07246376811594205,0.05747126436781607,-0.014992503748125975
1834516,41,4,67.5,13.0,90,7.0,6.0,0.3111111111111111,0.26666666666666666,-0.04444444444444445
1834516,283,4,77.5,7.0,51,5.0,2.0,0.15384615384615385,0.16,0.006153846153846149
1834517,42,5,71.4,15.0,93,4.0,11.0,0.1515151515151515,0.5913978494623657,0.43988269794721424
1834517,1730,5,70.8,6.0,96,5.0,1.0,0.1937984496124031,0.05208333333333333,-0.1417151162790698
1834518,37,5,79.4,12.0,53,9.0,3.0,0.26162790697674415,0.28301886792452846,0.02139096094778431
1834518,7614,4,77.0,3.0,52,3.0,0.0,0.09375,0.0,-0.09375
1834519,45,5,54.0,21.0,180,1.0,20.0,0.1111111111111111,0.5555555555555556,0.4444444444444445
1834519,219,5,75.2,7.0,74,6.0,1.0,0.1986754966887417,0.06756756756756759,-0.13110792912117414
1834520,219,5,67.8,4.0,111,0.0,4.0,0.0,0.18018018018018014,0.18018018018018014
1834520,796,5,71.4,1.0,93,1.0,0.0,0.03787878787878787,0.0,-0.03787878787878787
1834521,134,5,79.4,1.0,53,1.0,0.0,0.02906976744186046,0.0,-0.02906976744186046
1834521,1211,5,68.4,10.0,108,5.0,5.0,0.2136752136752136,0.23148148148148154,0.017806267806267928
1834522,109,4,78.75,7.0,47,6.0,1.0,0.17777777777777778,0.08888888888888889,-0.08888888888888889
1834522,7614,2,69.5,7.0,41,1.0,6.0,0.04081632653061224,0.2926829268292683,0.25186660029865604
1834523,42,5,85.6,3.0,24,1.0,2.0,0.024630541871921187,0.454545454545454,0.42991491267353277
1834523,796,5,61.6,9.0,142,3.0,6.0,0.18072289156626503,0.21126760563380284,0.03054471406753781
1834524,1206,5,67.6,10.0,112,2.0,8.0,0.08849557522123896,0.35714285714285704,0.2686472819216181
1834524,1211,3,82.0,4.0,25,4.0,0.0,0.10810810810810811,0.0,-0.10810810810810811
1834525,33,5,66.8,12.0,116,4.0,8.0,0.1834862385321101,0.3448275862068965,0.16134134767478642
1834525,44,4,77.25,2.0,51,2.0,0.0,0.06201550387596899,0.0,-0.06201550387596899
1834526,36,3,57.666666666666664,8.0,97,2.0,6.0,0.15789473684210528,0.18556701030927833,0.027672273467173047
1834526,7614,5,61.0,3.0,145,1.0,2.0,0.0625,0.06896551724137931,0.006465517241379309
1834527,109,4,84.0,7.0,25,6.0,1.0,0.15384615384615385,0.16666666666666666,0.012820512820512803
1834527,4852,5,54.2,6.0,179,1.0,5.0,0.10869565217391301,0.13966480446927376,0.03096915229536075
1834528,42,4,65.75,12.0,97,2.0,10.0,0.0963855421686747,0.41237113402061853,0.31598559185194386
1834528,44,4,51.75,5.0,153,0.0,5.0,0.0,0.13071895424836602,0.13071895424836602
1834529,1206,5,78.6,3.0,57,0.0,3.0,0.0,0.263157894736842,0.263157894736842
1834529,1730,5,51.0,8.0,195,0.0,8.0,0.0,0.20512820512820512,0.20512820512820512
1834530,45,5,77.4,8.0,67,7.0,1.0,0.21604938271604934,0.0793650793650794,-0.13668430335096993
1834530,1211,4,74.0,14.0,64,9.0,5.0,0.3103448275862069,0.3125,0.002155172413793094
1834531,42,5,69.8,4.0,101,1.0,3.0,0.040322580645161296,0.14851485148514848,0.10819227083998718
1834531,7614,5,75.0,13.0,75,4.0,9.0,0.13333333333333333,0.6,0.4666666666666667
1834532,37,5,65.6,4.0,122,2.0,2.0,0.09708737864077673,0.08196721311475408,-0.015120165526022647
1834532,50,5,71.0,6.0,95,3.0,3.0,0.11538461538461539,0.15789473684210525,0.04251012145748986
1834533,36,4,77.5,2.0,50,2.0,0.0,0.06153846153846154,0.0,-0.06153846153846154
1834533,44,5,76.2,4.0,69,2.0,2.0,0.0641025641025641,0.1449275362318841,0.08082497212932
1834534,1730,5,68.2,6.0,109,1.0,5.0,0.043103448275862065,0.22935779816513766,0.18625434988927558
1834534,4852,5,71.0,8.0,95,4.0,4.0,0.15384615384615385,0.21052631578947367,0.05668016194331982
1834535,33,5,78.8,7.0,56,5.0,2.0,0.14792899408284024,0.17857142857142852,0.030642434488588277
1834535,1211,5,54.4,10.0,178,2.0,8.0,0.21276595744680854,0.2247191011235955,0.01195314367678696
1834536,33,5,65.8,16.0,121,10.0,6.0,0.48076923076923084,0.24793388429752064,-0.2328353464717102
1834536,1206,5,71.8,1.0,91,0.0,1.0,0.0,0.05494505494505494,0.05494505494505494
1834537,796,5,58.8,3.0,156,1.0,2.0,0.07246376811594205,0.0641025641025641,-0.008361204013377949
1834537,4852,5,65.2,9.0,124,3.0,6.0,0.14851485148514848,0.24193548387096778,0.0934206323858193
1834538,41,5,70.0,6.0,100,2.0,4.0,0.08,0.2,0.12000000000000001
1834538,219,4,74.25,8.0,63,3.0,5.0,0.10256410256410256,0.31746031746031744,0.21489621489621488
1834539,50,5,75.0,8.0,75,7.0,1.0,0.23333333333333334,0.06666666666666667,-0.16666666666666669
1834539,1206,4,66.5,12.0,94,0.0,12.0,0.0,0.5106382978723404,0.5106382978723404
1834540,109,5,68.4,6.0,108,1.0,5.0,0.04273504273504272,0.23148148148148154,0.18874643874643882
1834540,134,5,80.2,12.0,49,7.0,5.0,0.19886363636363635,0.5102040816326532,0.31134044526901683
1834541,41,5,71.2,6.0,94,4.0,2.0,0.15267175572519082,0.10638297872340427,-0.046288777001786546
1834541,1730,5,65.2,4.0,124,3.0,1.0,0.14851485148514848,0.040322580645161296,-0.10819227083998718
1834542,283,5,79.4,7.0,58,5.0,2.0,0.1453488372093023,0.18867924528301896,0.04333040807371666
1834542,796,5,60.6,9.0,147,3.0,6.0,0.1923076923076923,0.20408163265306123,0.011773940345368938
1834543,109,5,53.0,10.0,185,0.0,10.0,0.0,0.2702702702702703,0.2702702702702703
1834543,219,5,75.2,2.0,74,2.0,0.0,0.0662251655629139,0.0,-0.0662251655629139
1834544,36,5,63.8,5.0,131,4.0,1.0,0.21276595744680854,0.038167938931297704,-0.17459801851551082
1834544,1211,5,67.6,13.0,112,5.0,8.0,0.2212389380530974,0.35714285714285704,0.13590391908975963
1834545,37,2,65.5,15.0,49,4.0,11.0,0.1951219512195122,0.4489795918367347,0.2538576406172225
1834545,134,5,75.2,5.0,76,3.0,2.0,0.09933774834437085,0.13513513513513517,0.035797386790764316
1834546,41,5,68.6,7.0,107,2.0,5.0,0.08474576271186443,0.23364485981308405,0.14889909710121962
1834546,134,5,86.2,9.0,19,9.0,0.0,0.21844660194174756,0.0,-0.21844660194174756
1834547,45,4,77.5,2.0,50,2.0,0.0,0.06153846153846154,0.0,-0.06153846153846154
1834547,283,4,76.5,7.0,54,5.0,2.0,0.15873015873015872,0.14814814814814814,-0.010582010582010581
1834548,37,5,60.0,17.0,150,10.0,7.0,0.6666666666666666,0.23333333333333334,-0.4333333333333333
1834548,1206,5,70.6,6.0,97,2.0,4.0,0.07812500000000001,0.2061855670103092,0.1280605670103092
1834549,33,5,76.2,5.0,69,3.0,2.0,0.09615384615384615,0.1449275362318841,0.048773690078037946
1834549,45,5,52.0,14.0,190,1.0,13.0,0.14285714285714285,0.34210526315789475,0.1992481203007519
1834550,37,5,74.4,9.0,80,7.0,2.0,0.23809523809523805,0.12820512820512825,-0.1098901098901098
1834550,4852,5,70.6,2.0,97,1.0,1.0,0.03906250000000001,0.0515463917525773,0.012483891752577296
1834551,44,5,68.8,6.0,106,2.0,4.0,0.08403361344537816,0.18867924528301885,0.1046456318376407
1834551,4852,5,63.0,8.0,135,4.0,4.0,0.2222222222222222,0.14814814814814814,-0.07407407407407407
1834552,45,5,69.4,10.0,103,7.0,3.0,0.2868852459016393,0.1456310679611651,-0.14125417794047418
1834552,1730,4,72.25,6.0,71,5.0,1.0,0.1834862385321101,0.056338028169014086,-0.127148210363096
