season,season_label,game_id,team,home_away,avg_age,goals,shots,goals_per_shot
2425,2024/2025,711596,Werder Bremen,away,26.069900752908968,2,13,0.15384615384615385
2425,2024/2025,711597,Mainz,home,27.409015351520484,2,11,0.18181818181818182
2425,2024/2025,711597,VfB Stuttgart,away,24.942505133470227,0,10,0.0
2425,2024/2025,711598,Holstein Kiel,away,26.528991884228024,2,5,0.4
2425,2024/2025,711598,VfL Wolfsburg,home,25.167576024249534,2,22,0.09090909090909091
2425,2024/2025,711599,Bayer Leverkusen,away,25.419178203175026,2,13,0.15384615384615385
2425,2024/2025,711599,RB Leipzig,home,24.251334702258728,2,7,0.2857142857142857
2425,2024/2025,711600,Bayern Munich,away,25.752305028787696,2,7,0.2857142857142857
2425,2024/2025,711600,SC Freiburg,home,26.786376832117824,1,7,0.14285714285714285
2425,2024/2025,711601,Eintracht Frankfurt,away,25.047501711156745,2,12,0.16666666666666666
2425,2024/2025,711601,TSG Hoffenheim,home,25.51605227991265,2,24,0.08333333333333333
2425,2024/2025,711602,1. FC Union Berlin,away,27.86028129208894,0,14,0.0
2425,2024/2025,711602,St. Pauli,home,26.03293473446874,3,16,0.1875
2425,2024/2025,711603,Eintracht Frankfurt,home,25.047501711156745,1,16,0.0625
2425,2024/2025,711603,VfL Wolfsburg,away,25.167576024249534,1,11,0.09090909090909091
2425,2024/2025,711604,Bayer Leverkusen,home,25.419178203175026,3,9,0.3333333333333333
2425,2024/2025,711604,TSG Hoffenheim,away,25.51605227991265,1,16,0.0625
2425,2024/2025,711605,1. FC Union Berlin,home,27.86028129208894,0,21,0.0
2425,2024/2025,711605,RB Leipzig,away,24.251334702258728,0,6,0.0
2425,2024/2025,711606,1. FC Heidenheim 1846,home,27.525124501404328,1,11,0.09090909090909091
2425,2024/2025,711606,Borussia Dortmund,away,25.172347707049965,2,16,0.125
2425,2024/2025,711607,Bayern Munich,home,25.752305028787696,4,29,0.13793103448275862
2425,2024/2025,711607,Holstein Kiel,away,26.528991884228024,3,10,0.3
2425,2024/2025,711608,SC Freiburg,away,26.786376832117824,1,13,0.07692307692307693
2425,2024/2025,711608,VfL Bochum,home,27.461173301538935,0,22,0.0
2425,2024/2025,711609,Borussia Mönchengladbach,away,25.844650569992208,2,13,0.15384615384615385
2425,2024/2025,711609,VfB Stuttgart,home,24.942505133470227,1,10,0.1
2425,2024/2025,711610,Mainz,away,27.409015351520484,0,13,0.0
2425,2024/2025,711610,Werder Bremen,home,26.069900752908968,1,12,0.08333333333333333
2425,2024/2025,711611,FC Augsburg,away,26.066674719168983,1,2,0.5
2425,2024/2025,711611,St. Pauli,home,26.03293473446874,1,6,0.16666666666666666
2425,2024/2025,711612,FC Augsburg,away,26.066674719168983,0,9,0.0
2425,2024/2025,711612,Mainz,home,27.409015351520484,0,9,0.0
2425,2024/2025,711613,Borussia Dortmund,home,25.172347707049965,1,16,0.0625
2425,2024/2025,711613,VfB Stuttgart,away,24.942505133470227,2,4,0.5
2425,2024/2025,711614,Borussia Mönchengladbach,home,25.844650569992208,1,8,0.125
2425,2024/2025,711614,Eintracht Frankfurt,away,25.047501711156745,1,15,0.06666666666666667
2425,2024/2025,711615,Bayern Munich,home,25.752305028787696,3,21,0.14285714285714285
2425,2024/2025,711615,Werder Bremen,away,26.069900752908968,0,2,0.0
2425,2024/2025,711616,Bayer Leverkusen,away,25.419178203175026,0,15,0.0
2425,2024/2025,711616,VfL Wolfsburg,home,25.167576024249534,0,13,0.0
2425,2024/2025,711617,1. FC Heidenheim 1846,away,27.525124501404328,0,11,0.0
2425,2024/2025,711617,SC Freiburg,home,26.786376832117824,1,9,0.1111111111111111
2425,2024/2025,711618,RB Leipzig,home,24.251334702258728,2,11,0.18181818181818182
2425,2024/2025,711618,St. Pauli,away,26.03293473446874,0,7,0.0
2425,2024/2025,711619,Holstein Kiel,home,26.528991884228024,2,10,0.2
2425,2024/2025,711619,VfL Bochum,away,27.461173301538935,2,20,0.1
2425,2024/2025,711620,1. FC Union Berlin,away,27.86028129208894,4,22,0.18181818181818182
2425,2024/2025,711620,TSG Hoffenheim,home,25.51605227991265,0,16,0.0
2425,2024/2025,711621,Borussia Dortmund,away,25.172347707049965,0,17,0.0
2425,2024/2025,711621,VfL Bochum,home,27.461173301538935,2,18,0.1111111111111111
2425,2024/2025,711622,1. FC Heidenheim 1846,home,27.525124501404328,0,12,0.0
2425,2024/2025,711622,Mainz,away,27.409015351520484,2,6,0.3333333333333333
2425,2024/2025,711623,1. FC Union Berlin,home,27.86028129208894,1,18,0.05555555555555555
2425,2024/2025,711623,Borussia Mönchengladbach,away,25.844650569992208,2,9,0.2222222222222222
2425,2024/2025,711624,Bayer Leverkusen,home,25.419178203175026,0,15,0.0
2425,2024/2025,711624,Bayern Munich,away,25.752305028787696,0,2,0.0
2425,2024/2025,711625,Eintracht Frankfurt,home,25.047501711156745,3,20,0.15
2425,2024/2025,711625,Holstein Kiel,away,26.528991884228024,1,10,0.1
2425,2024/2025,711626,FC Augsburg,home,26.066674719168983,0,11,0.0
2425,2024/2025,711626,RB Leipzig,away,24.251334702258728,0,14,0.0
2425,2024/2025,711627,SC Freiburg,away,26.786376832117824,1,5,0.2
2425,2024/2025,711627,St. Pauli,home,26.03293473446874,0,5,0.0
2425,2024/2025,711628,TSG Hoffenheim,away,25.51605227991265,3,15,0.2
2425,2024/2025,711628,Werder Bremen,home,26.069900752908968,1,14,0.07142857142857142
2425,2024/2025,711629,VfB Stuttgart,home,24.942505133470227,1,10,0.1
2425,2024/2025,711629,VfL Wolfsburg,away,25.167576024249534,2,7,0.2857142857142857
2425,2024/2025,711630,Mainz,home,27.409015351520484,2,10,0.2
2425,2024/2025,711630,St. Pauli,away,26.03293473446874,0,12,0.0
2425,2024/2025,711631,1. FC Union Berlin,away,27.86028129208894,0,6,0.0
2425,2024/2025,711631,Borussia Dortmund,home,25.172347707049965,6,24,0.25
2425,2024/2025,711632,Borussia Mönchengladbach,home,25.844650569992208,0,8,0.0
2425,2024/2025,711632,FC Augsburg,away,26.066674719168983,3,17,0.17647058823529413
2425,2024/2025,711633,Bayern Munich,home,25.752305028787696,4,19,0.21052631578947367
2425,2024/2025,711633,Eintracht Frankfurt,away,25.047501711156745,0,7,0.0
2425,2024/2025,711634,VfL Bochum,away,27.461173301538935,1,11,0.09090909090909091
2425,2024/2025,711634,VfL Wolfsburg,home,25.167576024249534,1,13,0.07692307692307693
2425,2024/2025,711635,1. FC Heidenheim 1846,away,27.525124501404328,2,4,0.5
2425,2024/2025,711635,RB Leipzig,home,24.251334702258728,2,17,0.11764705882352941
2425,2024/2025,711636,SC Freiburg,home,26.786376832117824,5,13,0.38461538461538464
2425,2024/2025,711636,Werder Bremen,away,26.069900752908968,0,9,0.0
2425,2024/2025,711637,TSG Hoffenheim,home,25.51605227991265,1,9,0.1111111111111111
2425,2024/2025,711637,VfB Stuttgart,away,24.942505133470227,1,14,0.07142857142857142
2425,2024/2025,711638,Bayer Leverkusen,away,25.419178203175026,2,18,0.1111111111111111
2425,2024/2025,711638,Holstein Kiel,home,26.528991884228024,0,4,0.0
2425,2024/2025,711639,Bayern Munich,away,25.752305028787696,3,17,0.17647058823529413
2425,2024/2025,711639,VfB Stuttgart,home,24.942505133470227,1,12,0.08333333333333333
2425,2024/2025,711640,VfL Wolfsburg,away,25.167576024249534,2,9,0.2222222222222222
2425,2024/2025,711640,Werder Bremen,home,26.069900752908968,1,15,0.06666666666666667
2425,2024/2025,711641,Mainz,away,27.409015351520484,2,15,0.13333333333333333
2425,2024/2025,711641,RB Leipzig,home,24.251334702258728,1,13,0.07692307692307693
2425,2024/2025,711642,Borussia Dortmund,away,25.172347707049965,2,14,0.14285714285714285
2425,2024/2025,711642,St. Pauli,home,26.03293473446874,0,7,0.0
2425,2024/2025,711643,TSG Hoffenheim,away,25.51605227991265,1,10,0.1
2425,2024/2025,711643,VfL Bochum,home,27.461173301538935,0,12,0.0
2425,2024/2025,711644,Bayer Leverkusen,away,25.419178203175026,4,20,0.2
2425,2024/2025,711644,Eintracht Frankfurt,home,25.047501711156745,1,7,0.14285714285714285
2425,2024/2025,711645,1. FC Union Berlin,home,27.86028129208894,0,14,0.0
2425,2024/2025,711645,Holstein Kiel,away,26.528991884228024,1,10,0.1
2425,2024/2025,711646,1. FC Heidenheim 1846,home,27.525124501404328,0,20,0.0
2425,2024/2025,711646,Borussia Mönchengladbach,away,25.844650569992208,3,13,0.23076923076923078
2425,2024/2025,711647,FC Augsburg,home,26.066674719168983,0,13,0.0
2425,2024/2025,711647,SC Freiburg,away,26.786376832117824,0,7,0.0
2425,2024/2025,711648,1. FC Heidenheim 1846,away,27.525124501404328,1,23,0.043478260869565216
2425,2024/2025,711648,TSG Hoffenheim,home,25.51605227991265,1,16,0.0625
2425,2024/2025,711649,RB Leipzig,away,24.251334702258728,0,18,0.0
2425,2024/2025,711649,SC Freiburg,home,26.786376832117824,0,10,0.0
2425,2024/2025,711650,Holstein Kiel,home,26.528991884228024,2,17,0.11764705882352941
2425,2024/2025,711650,VfB Stuttgart,away,24.942505133470227,2,6,0.3333333333333333
2425,2024/2025,711651,Bayern Munich,home,25.752305028787696,2,14,0.14285714285714285
2425,2024/2025,711651,VfL Bochum,away,27.461173301538935,3,8,0.375
2425,2024/2025,711652,1. FC Union Berlin,away,27.86028129208894,2,11,0.18181818181818182
2425,2024/2025,711652,Eintracht Frankfurt,home,25.047501711156745,1,14,0.07142857142857142
2425,2024/2025,711653,Borussia Mönchengladbach,home,25.844650569992208,1,12,0.08333333333333333
2425,2024/2025,711653,Mainz,away,27.409015351520484,3,15,0.2
2425,2024/2025,711654,Borussia Dortmund,home,25.172347707049965,0,15,0.0
2425,2024/2025,711654,FC Augsburg,away,26.066674719168983,1,6,0.16666666666666666
2425,2024/2025,711655,Bayer Leverkusen,home,25.419178203175026,0,18,0.0
2425,2024/2025,711655,Werder Bremen,away,26.069900752908968,2,11,0.18181818181818182
2425,2024/2025,711656,St. Pauli,away,26.03293473446874,1,14,0.07142857142857142
2425,2024/2025,711656,VfL Wolfsburg,home,25.167576024249534,1,16,0.0625
2425,2024/2025,711657,1. FC Heidenheim 1846,home,27.525124501404328,3,14,0.21428571428571427
2425,2024/2025,711657,Holstein Kiel,away,26.528991884228024,1,16,0.0625
2425,2024/2025,711658,1. FC Union Berlin,home,27.86028129208894,1,7,0.14285714285714285
2425,2024/2025,711658,Bayern Munich,away,25.752305028787696,1,18,0.05555555555555555
2425,2024/2025,711659,Eintracht Frankfurt,away,25.047501711156745,3,18,0.16666666666666666
2425,2024/2025,711659,VfL Bochum,home,27.461173301538935,1,17,0.058823529411764705
2425,2024/2025,711660,Bayer Leverkusen,away,25.419178203175026,4,16,0.25
2425,2024/2025,711660,VfB Stuttgart,home,24.942505133470227,3,11,0.2727272727272727
2425,2024/2025,711661,Borussia Mönchengladbach,away,25.844650569992208,4,13,0.3076923076923077
2425,2024/2025,711661,Werder Bremen,home,26.069900752908968,2,23,0.08695652173913043
2425,2024/2025,711662,Borussia Dortmund,away,25.172347707049965,0,25,0.0
2425,2024/2025,711662,RB Leipzig,home,24.251334702258728,2,15,0.13333333333333333
2425,2024/2025,711663,St. Pauli,home,26.03293473446874,1,10,0.1
2425,2024/2025,711663,TSG Hoffenheim,away,25.51605227991265,0,4,0.0
2425,2024/2025,711664,FC Augsburg,home,26.066674719168983,1,10,0.1
2425,2024/2025,711664,VfL Wolfsburg,away,25.167576024249534,0,13,0.0
2425,2024/2025,711665,Mainz,home,27.409015351520484,2,9,0.2222222222222222
2425,2024/2025,711665,SC Freiburg,away,26.786376832117824,2,24,0.08333333333333333
2425,2024/2025,711666,Bayer Leverkusen,home,25.419178203175026,3,14,0.21428571428571427
2425,2024/2025,711666,VfL Bochum,away,27.461173301538935,1,8,0.125
2425,2024/2025,711667,FC Augsburg,away,26.066674719168983,1,11,0.09090909090909091
2425,2024/2025,711667,TSG Hoffenheim,home,25.51605227991265,1,13,0.07692307692307693
2425,2024/2025,711668,1. FC Union Berlin,away,27.86028129208894,2,10,0.2
2425,2024/2025,711668,SC Freiburg,home,26.786376832117824,1,9,0.1111111111111111
2425,2024/2025,711669,Holstein Kiel,home,26.528991884228024,0,11,0.0
2425,2024/2025,711669,Werder Bremen,away,26.069900752908968,3,14,0.21428571428571427
2425,2024/2025,711670,1. FC Heidenheim 1846,away,27.525124501404328,1,11,0.09090909090909091
2425,2024/2025,711670,VfL Wolfsburg,home,25.167576024249534,0,11,0.0
2425,2024/2025,711671,Eintracht Frankfurt,home,25.047501711156745,1,19,0.05263157894736842
2425,2024/2025,711671,VfB Stuttgart,away,24.942505133470227,0,8,0.0
2425,2024/2025,711672,Borussia Mönchengladbach,home,25.844650569992208,1,16,0.0625
2425,2024/2025,711672,RB Leipzig,away,24.251334702258728,0,19,0.0
2425,2024/2025,711673,Borussia Dortmund,home,25.172347707049965,3,18,0.16666666666666666
2425,2024/2025,711673,Mainz,away,27.409015351520484,1,12,0.08333333333333333
2425,2024/2025,711674,Bayern Munich,home,25.752305028787696,3,19,0.15789473684210525
2425,2024/2025,711674,St. Pauli,away,26.03293473446874,2,10,0.2
2425,2024/2025,711675,Eintracht Frankfurt,away,25.047501711156745,0,9,0.0
2425,2024/2025,711675,Werder Bremen,home,26.069900752908968,2,12,0.16666666666666666
2425,2024/2025,711676,Borussia Dortmund,away,25.172347707049965,4,18,0.2222222222222222
2425,2024/2025,711676,SC Freiburg,home,26.786376832117824,1,12,0.08333333333333333
2425,2024/2025,711677,RB Leipzig,home,24.251334702258728,3,16,0.1875
2425,2024/2025,711677,TSG Hoffenheim,away,25.51605227991265,1,9,0.1111111111111111
2425,2024/2025,711678,Borussia Mönchengladbach,away,25.844650569992208,1,5,0.2
2425,2024/2025,711678,St. Pauli,home,26.03293473446874,1,26,0.038461538461538464
2425,2024/2025,711679,VfB Stuttgart,away,24.942505133470227,4,14,0.2857142857142857
2425,2024/2025,711679,VfL Bochum,home,27.461173301538935,0,11,0.0
2425,2024/2025,711680,Holstein Kiel,away,26.528991884228024,1,10,0.1
2425,2024/2025,711680,Mainz,home,27.409015351520484,1,13,0.07692307692307693
2425,2024/2025,711681,1. FC Union Berlin,home,27.86028129208894,1,13,0.07692307692307693
2425,2024/2025,711681,VfL Wolfsburg,away,25.167576024249534,0,12,0.0
2425,2024/2025,711682,1. FC Heidenheim 1846,home,27.525124501404328,0,10,0.0
2425,2024/2025,711682,Bayer Leverkusen,away,25.419178203175026,1,6,0.16666666666666666
2425,2024/2025,711683,Bayern Munich,away,25.752305028787696,3,19,0.15789473684210525
2425,2024/2025,711683,FC Augsburg,home,26.066674719168983,1,6,0.16666666666666666
2425,2024/2025,711684,FC Augsburg,away,26.066674719168983,2,12,0.16666666666666666
2425,2024/2025,711684,VfL Bochum,home,27.461173301538935,1,25,0.04
2425,2024/2025,711685,VfB Stuttgart,home,24.942505133470227,1,12,0.08333333333333333
2425,2024/2025,711685,Werder Bremen,away,26.069900752908968,2,14,0.14285714285714285
2425,2024/2025,711686,Mainz,away,27.409015351520484,0,14,0.0
2425,2024/2025,711686,TSG Hoffenheim,home,25.51605227991265,2,8,0.25
2425,2024/2025,711687,Holstein Kiel,home,26.528991884228024,1,6,0.16666666666666666
2425,2024/2025,711687,St. Pauli,away,26.03293473446874,2,14,0.14285714285714285
2425,2024/2025,711688,Bayern Munich,home,25.752305028787696,2,28,0.07142857142857142
2425,2024/2025,711688,Borussia Dortmund,away,25.172347707049965,2,11,0.18181818181818182
2425,2024/2025,711689,1. FC Heidenheim 1846,away,27.525124501404328,0,14,0.0
2425,2024/2025,711689,Eintracht Frankfurt,home,25.047501711156745,3,19,0.15789473684210525
2425,2024/2025,711690,Borussia Mönchengladbach,home,25.844650569992208,1,10,0.1
2425,2024/2025,711690,SC Freiburg,away,26.786376832117824,2,19,0.10526315789473684
2425,2024/2025,711691,1. FC Union Berlin,away,27.86028129208894,0,7,0.0
2425,2024/2025,711691,Bayer Leverkusen,home,25.419178203175026,0,17,0.0
2425,2024/2025,711692,RB Leipzig,away,24.251334702258728,3,16,0.1875
2425,2024/2025,711692,VfL Wolfsburg,home,25.167576024249534,2,17,0.11764705882352941
2425,2024/2025,711693,1. FC Heidenheim 1846,home,27.525124501404328,0,4,0.0
2425,2024/2025,711693,Bayern Munich,away,25.752305028787696,4,18,0.2222222222222222
2425,2024/2025,711694,1. FC Union Berlin,home,27.86028129208894,4,12,0.3333333333333333
2425,2024/2025,711694,VfB Stuttgart,away,24.942505133470227,4,12,0.3333333333333333
2425,2024/2025,711695,VfL Bochum,away,27.461173301538935,0,12,0.0
2425,2024/2025,711695,Werder Bremen,home,26.069900752908968,1,14,0.07142857142857142
2425,2024/2025,711696,SC Freiburg,home,26.786376832117824,3,12,0.25
2425,2024/2025,711696,TSG Hoffenheim,away,25.51605227991265,2,19,0.10526315789473684
2425,2024/2025,711697,Holstein Kiel,away,26.528991884228024,1,14,0.07142857142857142
2425,2024/2025,711697,RB Leipzig,home,24.251334702258728,1,10,0.1
2425,2024/2025,711698,Bayer Leverkusen,away,25.419178203175026,1,6,0.16666666666666666
2425,2024/2025,711698,St. Pauli,home,26.03293473446874,1,10,0.1
2425,2024/2025,711699,Eintracht Frankfurt,away,25.047501711156745,0,8,0.0
2425,2024/2025,711699,FC Augsburg,home,26.066674719168983,0,13,0.0
2425,2024/2025,711700,Borussia Dortmund,home,25.172347707049965,3,14,0.21428571428571427
2425,2024/2025,711700,Borussia Mönchengladbach,away,25.844650569992208,2,6,0.3333333333333333
2425,2024/2025,711701,Mainz,home,27.409015351520484,2,18,0.1111111111111111
2425,2024/2025,711701,VfL Wolfsburg,away,25.167576024249534,2,16,0.125
2425,2024/2025,711702,Bayer Leverkusen,home,25.419178203175026,2,14,0.14285714285714285
2425,2024/2025,711702,FC Augsburg,away,26.066674719168983,0,11,0.0
2425,2024/2025,711703,1. FC Union Berlin,away,27.86028129208894,1,5,0.2
2425,2024/2025,711703,VfL Bochum,home,27.461173301538935,1,10,0.1
2425,2024/2025,711704,1. FC Heidenheim 1846,away,27.525124501404328,1,6,0.16666666666666666
2425,2024/2025,711704,VfB Stuttgart,home,24.942505133470227,0,19,0.0
2425,2024/2025,711705,Borussia Dortmund,away,25.172347707049965,3,16,0.1875
2425,2024/2025,711705,TSG Hoffenheim,home,25.51605227991265,2,11,0.18181818181818182
2425,2024/2025,711706,SC Freiburg,away,26.786376832117824,1,15,0.06666666666666667
2425,2024/2025,711706,VfL Wolfsburg,home,25.167576024249534,0,7,0.0
2425,2024/2025,711707,Borussia Mönchengladbach,away,25.844650569992208,3,16,0.1875
2425,2024/2025,711707,Holstein Kiel,home,26.528991884228024,4,22,0.18181818181818182
2425,2024/2025,711708,Bayern Munich,home,25.752305028787696,3,14,0.21428571428571427
2425,2024/2025,711708,Mainz,away,27.409015351520484,0,8,0.0
2425,2024/2025,711709,Eintracht Frankfurt,home,25.047501711156745,4,9,0.4444444444444444
2425,2024/2025,711709,RB Leipzig,away,24.251334702258728,0,7,0.0
2425,2024/2025,711710,St. Pauli,away,26.03293473446874,0,10,0.0
2425,2024/2025,711710,Werder Bremen,home,26.069900752908968,0,11,0.0
2425,2024/2025,711711,Borussia Dortmund,home,25.172347707049965,4,11,0.36363636363636365
2425,2024/2025,711711,VfL Wolfsburg,away,25.167576024249534,0,11,0.0
2425,2024/2025,711712,Eintracht Frankfurt,away,25.047501711156745,1,8,0.125
2425,2024/2025,711712,Mainz,home,27.409015351520484,1,12,0.08333333333333333
2425,2024/2025,711713,1. FC Union Berlin,home,27.86028129208894,2,18,0.1111111111111111
2425,2024/2025,711713,Werder Bremen,away,26.069900752908968,2,13,0.15384615384615385
2425,2024/2025,711714,1. FC Heidenheim 1846,home,27.525124501404328,0,12,0.0
2425,2024/2025,711714,VfL Bochum,away,27.461173301538935,0,14,0.0
2425,2024/2025,711715,Bayer Leverkusen,away,25.419178203175026,2,5,0.4
2425,2024/2025,711715,SC Freiburg,home,26.786376832117824,2,7,0.2857142857142857
2425,2024/2025,711716,FC Augsburg,home,26.066674719168983,1,27,0.037037037037037035
2425,2024/2025,711716,Holstein Kiel,away,26.528991884228024,3,7,0.42857142857142855
2425,2024/2025,711717,St. Pauli,home,26.03293473446874,0,6,0.0
2425,2024/2025,711717,VfB Stuttgart,away,24.942505133470227,1,21,0.047619047619047616
2425,2024/2025,711718,Bayern Munich,away,25.752305028787696,3,20,0.15
2425,2024/2025,711718,RB Leipzig,home,24.251334702258728,3,8,0.375
2425,2024/2025,711719,Borussia Mönchengladbach,home,25.844650569992208,4,12,0.3333333333333333
2425,2024/2025,711719,TSG Hoffenheim,away,25.51605227991265,4,26,0.15384615384615385
2425,2024/2025,711720,Bayern Munich,home,25.752305028787696,2,24,0.08333333333333333
2425,2024/2025,711720,Borussia Mönchengladbach,away,25.844650569992208,0,16,0.0
2425,2024/2025,711721,Eintracht Frankfurt,home,25.047501711156745,2,13,0.15384615384615385
2425,2024/2025,711721,St. Pauli,away,26.03293473446874,2,5,0.4
2425,2024/2025,711722,Bayer Leverkusen,home,25.419178203175026,2,19,0.10526315789473684
2425,2024/2025,711722,Borussia Dortmund,away,25.172347707049965,4,9,0.4444444444444444
2425,2024/2025,711723,1. FC Heidenheim 1846,away,27.525124501404328,3,8,0.375
2425,2024/2025,711723,1. FC Union Berlin,home,27.86028129208894,0,10,0.0
2425,2024/2025,711724,Holstein Kiel,home,26.528991884228024,1,15,0.06666666666666667
2425,2024/2025,711724,SC Freiburg,away,26.786376832117824,2,9,0.2222222222222222
2425,2024/2025,711725,TSG Hoffenheim,away,25.51605227991265,2,17,0.11764705882352941
2425,2024/2025,711725,VfL Wolfsburg,home,25.167576024249534,2,14,0.14285714285714285
2425,2024/2025,711726,Mainz,away,27.409015351520484,4,22,0.18181818181818182
2425,2024/2025,711726,VfL Bochum,home,27.461173301538935,1,11,0.09090909090909091
2425,2024/2025,711727,FC Augsburg,away,26.066674719168983,0,7,0.0
2425,2024/2025,711727,VfB Stuttgart,home,24.942505133470227,4,29,0.13793103448275862
2425,2024/2025,711728,RB Leipzig,away,24.251334702258728,0,16,0.0
2425,2024/2025,711728,Werder Bremen,home,26.069900752908968,0,21,0.0
2425,2024/2025,711729,Bayer Leverkusen,away,25.419178203175026,3,25,0.12
2425,2024/2025,711729,Borussia Mönchengladbach,home,25.844650569992208,2,14,0.14285714285714285
2425,2024/2025,711730,1. FC Heidenheim 1846,home,27.525124501404328,1,21,0.047619047619047616
2425,2024/2025,711730,Werder Bremen,away,26.069900752908968,4,13,0.3076923076923077
2425,2024/2025,711731,Bayer Leverkusen,away,25.419178203175026,2,7,0.2857142857142857
2425,2024/2025,711731,Mainz,home,27.409015351520484,2,20,0.1
2425,2024/2025,711732,Borussia Dortmund,home,25.172347707049965,3,19,0.15789473684210525
2425,2024/2025,711732,Holstein Kiel,away,26.528991884228024,0,4,0.0
2425,2024/2025,711733,Borussia Mönchengladbach,home,25.844650569992208,0,16,0.0
2425,2024/2025,711733,VfL Wolfsburg,away,25.167576024249534,1,17,0.058823529411764705
2425,2024/2025,711734,Eintracht Frankfurt,away,25.047501711156745,3,11,0.2727272727272727
2425,2024/2025,711734,SC Freiburg,home,26.786376832117824,1,8,0.125
2425,2024/2025,711735,St. Pauli,home,26.03293473446874,0,10,0.0
2425,2024/2025,711735,VfL Bochum,away,27.461173301538935,2,9,0.2222222222222222
2425,2024/2025,711736,RB Leipzig,home,24.251334702258728,2,8,0.25
2425,2024/2025,711736,VfB Stuttgart,away,24.942505133470227,3,15,0.2
2425,2024/2025,711737,Bayern Munich,away,25.752305028787696,4,14,0.2857142857142857
2425,2024/2025,711737,TSG Hoffenheim,home,25.51605227991265,0,6,0.0
2425,2024/2025,711738,1. FC Union Berlin,away,27.86028129208894,2,5,0.4
2425,2024/2025,711738,FC Augsburg,home,26.066674719168983,1,19,0.05263157894736842
