league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url
3,2023,23065,2023-08-18 18:30:00,123,117,Werder Bremen,Bayern Munich,BAY,WER,0,4,0.63974,2.89704,True,True,https://understat.com/match/23065
3,2023,23069,2023-08-19 13:30:00,121,130,Augsburg,Borussia M.Gladbach,BMG,AUG,4,4,2.53482,1.91849,True,True,https://understat.com/match/23069
3,2023,23066,2023-08-19 13:30:00,119,136,Bayer Leverkusen,RasenBallsport Leipzig,RBL,LEV,3,2,1.73279,1.60393,True,True,https://understat.com/match/23066
3,2023,23071,2023-08-19 16:30:00,129,134,Borussia Dortmund,FC Cologne,COL,DOR,1,0,1.72317,1.51393,True,True,https://understat.com/match/23071
3,2023,23068,2023-08-19 13:30:00,120,135,Hoffenheim,Freiburg,FRE,HOF,1,2,1.67186,3.24821,True,True,https://understat.com/match/23068
3,2023,23070,2023-08-19 13:30:00,133,268,VfB Stuttgart,Bochum,BOC,STU,5,0,3.98664,0.669108,True,True,https://understat.com/match/23070
3,2023,23067,2023-08-19 13:30:00,131,280,Wolfsburg,FC Heidenheim,HEI,WOL,2,0,3.21449,1.17776,True,True,https://understat.com/match/23067
3,2023,23073,2023-08-20 15:30:00,132,127,Eintracht Frankfurt,Darmstadt,DAR,EIN,1,0,1.2399,0.813333,True,True,https://understat.com/match/23073
3,2023,23072,2023-08-20 13:30:00,240,125,Union Berlin,Mainz 05,MAI,UNI,4,1,2.11281,2.51995,True,True,https://understat.com/match/23072
3,2023,23074,2023-08-25 18:30:00,136,133,RasenBallsport Leipzig,VfB Stuttgart,STU,RBL,5,1,2.0934,1.18326,True,True,https://understat.com/match/23074
3,2023,23077,2023-08-26 13:30:00,268,129,Bochum,Borussia Dortmund,DOR,BOC,1,1,1.01164,1.17241,True,True,https://understat.com/match/23077
3,2023,23080,2023-08-26 16:30:00,130,119,Borussia M.Gladbach,Bayer Leverkusen,LEV,BMG,0,3,1.76423,3.65301,True,True,https://understat.com/match/23080
3,2023,23079,2023-08-26 13:30:00,127,240,Darmstadt,Union Berlin,UNI,DAR,1,4,2.59994,1.6379,True,True,https://understat.com/match/23079
3,2023,23076,2023-08-26 13:30:00,134,131,FC Cologne,Wolfsburg,WOL,COL,1,2,0.64301,2.26952,True,True,https://understat.com/match/23076
3,2023,23078,2023-08-26 13:30:00,280,120,FC Heidenheim,Hoffenheim,HOF,HEI,2,3,2.72999,2.75768,True,True,https://understat.com/match/23078
3,2023,23075,2023-08-26 13:30:00,135,123,Freiburg,Werder Bremen,WER,FRE,1,0,1.71877,0.696983,True,True,https://understat.com/match/23075
3,2023,23082,2023-08-27 15:30:00,117,121,Bayern Munich,Augsburg,AUG,BAY,3,1,2.82296,0.726241,True,True,https://understat.com/match/23082
3,2023,23081,2023-08-27 13:30:00,125,132,Mainz 05,Eintracht Frankfurt,EIN,MAI,1,1,1.44234,1.15731,True,True,https://understat.com/match/23081
3,2023,23083,2023-09-01 18:30:00,129,280,Borussia Dortmund,FC Heidenheim,HEI,DOR,2,2,2.74794,2.09517,True,True,https://understat.com/match/23083
3,2023,23087,2023-09-02 13:30:00,121,268,Augsburg,Bochum,BOC,AUG,2,2,1.88106,1.86494,True,True,https://understat.com/match/23087
3,2023,23084,2023-09-02 13:30:00,119,127,Bayer Leverkusen,Darmstadt,DAR,LEV,5,1,3.42599,0.681851,True,True,https://understat.com/match/23084
3,2023,23089,2023-09-02 16:30:00,130,117,Borussia M.Gladbach,Bayern Munich,BAY,BMG,1,2,0.201237,2.14949,True,True,https://understat.com/match/23089
3,2023,23085,2023-09-02 13:30:00,120,131,Hoffenheim,Wolfsburg,WOL,HOF,3,1,1.78689,1.4154,True,True,https://understat.com/match/23085
