scope,unique_players,avg_age,min_age,max_age,missing_age
all_team_entries,799,26.078994770516502,16.763860369609855,40.44900752908966,0
dedup_per_player_and_season,799,26.05939354317503,16.763860369609855,40.44900752908966,0
