season,season_label,unique_players,avg_age,min_age,max_age,missing_age
2324,2023/2024,569,26.127675749931736,17.10335386721424,40.44900752908966,0
2425,2024/2025,568,25.99099112126558,16.763860369609855,39.26078028747433,0
