scope,unique_players,avg_age,min_age,max_age,missing_age
all_team_entries,568,25.994659063101786,16.763860369609855,39.26078028747433,0
dedup_per_player_and_season,568,25.994365233151132,16.763860369609855,39.26078028747433,0
