league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url
3,2020,14173,2020-09-18 18:30:00,117,124,Bayern Munich,Schalke 04,SCH,BAY,8,0,4.62088,0.14975,True,True,https://understat.com/match/14173
3,2020,14179,2020-09-19 16:30:00,129,130,Borussia Dortmund,Borussia M.Gladbach,BMG,DOR,3,0,1.70398,0.510293,True,True,https://understat.com/match/14179
3,2020,14174,2020-09-19 13:30:00,132,262,Eintracht Frankfurt,Arminia Bielefeld,ARM,EIN,1,1,2.46928,0.618787,True,True,https://understat.com/match/14174
3,2020,14176,2020-09-19 13:30:00,134,120,FC Cologne,Hoffenheim,HOF,COL,2,3,2.40801,2.9032,True,True,https://understat.com/match/14176
3,2020,14175,2020-09-19 13:30:00,240,121,Union Berlin,Augsburg,AUG,UNI,1,3,1.04515,1.42046,True,True,https://understat.com/match/14175
3,2020,14178,2020-09-19 13:30:00,133,135,VfB Stuttgart,Freiburg,FRE,STU,2,3,2.15741,2.07011,True,True,https://understat.com/match/14178
3,2020,14177,2020-09-19 13:30:00,123,122,Werder Bremen,Hertha Berlin,HER,WER,1,4,0.495892,2.05406,True,True,https://understat.com/match/14177
3,2020,14180,2020-09-20 13:30:00,136,125,RasenBallsport Leipzig,Mainz 05,MAI,RBL,3,1,3.22891,1.07201,True,True,https://understat.com/match/14180
3,2020,14181,2020-09-20 16:00:00,131,119,Wolfsburg,Bayer Leverkusen,LEV,WOL,0,0,1.27652,0.441229,True,True,https://understat.com/match/14181
3,2020,14182,2020-09-25 18:30:00,122,132,Hertha Berlin,Eintracht Frankfurt,EIN,HER,1,3,1.55994,1.62111,True,True,https://understat.com/match/14182
3,2020,14185,2020-09-26 13:30:00,262,134,Arminia Bielefeld,FC Cologne,COL,ARM,1,0,0.163242,1.3741,True,True,https://understat.com/match/14185
3,2020,14184,2020-09-26 13:30:00,121,129,Augsburg,Borussia Dortmund,DOR,AUG,2,0,1.44779,1.5267,True,True,https://understat.com/match/14184
3,2020,14187,2020-09-26 13:30:00,119,136,Bayer Leverkusen,RasenBallsport Leipzig,RBL,LEV,1,1,0.91247,1.20453,True,True,https://understat.com/match/14187
3,2020,14186,2020-09-26 13:30:00,130,240,Borussia M.Gladbach,Union Berlin,UNI,BMG,1,1,1.47627,0.771461,True,True,https://understat.com/match/14186
3,2020,14183,2020-09-26 13:30:00,125,133,Mainz 05,VfB Stuttgart,STU,MAI,1,4,1.04484,2.9689,True,True,https://understat.com/match/14183
3,2020,14188,2020-09-26 16:30:00,124,123,Schalke 04,Werder Bremen,WER,SCH,1,3,1.67597,3.10437,True,True,https://understat.com/match/14188
3,2020,14190,2020-09-27 16:00:00,135,131,Freiburg,Wolfsburg,WOL,FRE,1,1,0.92465,0.413442,True,True,https://understat.com/match/14190
3,2020,14189,2020-09-27 13:30:00,120,117,Hoffenheim,Bayern Munich,BAY,HOF,4,1,2.52339,1.17311,True,True,https://understat.com/match/14189
3,2020,15158,2020-10-02 18:30:00,240,125,Union Berlin,Mainz 05,MAI,UNI,4,0,2.07145,0.189144,True,True,https://understat.com/match/15158
3,2020,15162,2020-10-03 13:30:00,129,135,Borussia Dortmund,Freiburg,FRE,DOR,4,0,2.82762,0.445096,True,True,https://understat.com/match/15162
3,2020,15163,2020-10-03 13:30:00,132,120,Eintracht Frankfurt,Hoffenheim,HOF,EIN,2,1,3.57344,0.769689,True,True,https://understat.com/match/15163
3,2020,15159,2020-10-03 13:30:00,134,130,FC Cologne,Borussia M.Gladbach,BMG,COL,1,3,0.244959,2.0629,True,True,https://understat.com/match/15159
3,2020,15164,2020-10-03 16:30:00,136,124,RasenBallsport Leipzig,Schalke 04,SCH,RBL,4,0,3.25836,0.215209,True,True,https://understat.com/match/15164
3,2020,15161,2020-10-03 13:30:00,133,119,VfB Stuttgart,Bayer Leverkusen,LEV,STU,1,1,0.799979,1.69772,True,True,https://understat.com/match/15161
3,2020,15160,2020-10-03 13:30:00,123,262,Werder Bremen,Arminia Bielefeld,ARM,WER,1,0,0.346071,1.02247,True,True,https://understat.com/match/15160
3,2020,15166,2020-10-04 16:00:00,117,122,Bayern Munich,Hertha Berlin,HER,BAY,4,3,3.99311,1.24509,True,True,https://understat.com/match/15166
3,2020,15165,2020-10-04 13:30:00,131,121,Wolfsburg,Augsburg,AUG,WOL,0,0,1.31989,1.80757,True,True,https://understat.com/match/15165
3,2020,15172,2020-10-17 16:30:00,262,117,Arminia Bielefeld,Bayern Munich,BAY,ARM,1,4,1.21235,3.29447,True,True,https://understat.com/match/15172
3,2020,15170,2020-10-17 13:30:00,121,136,Augsburg,RasenBallsport Leipzig,RBL,AUG,0,2,0.550472,2.39694,True,True,https://understat.com/match/15170
3,2020,15173,2020-10-17 18:30:00,130,131,Borussia M.Gladbach,Wolfsburg,WOL,BMG,1,1,2.11077,1.34469,True,True,https://understat.com/match/15173
3,2020,15168,2020-10-17 13:30:00,135,123,Freiburg,Werder Bremen,WER,FRE,1,1,1.05894,1.6646,True,True,https://understat.com/match/15168
3,2020,15169,2020-10-17 13:30:00,122,133,Hertha Berlin,VfB Stuttgart,STU,HER,0,2,1.42805,1.40822,True,True,https://understat.com/match/15169
3,2020,15167,2020-10-17 13:30:00,120,129,Hoffenheim,Borussia Dortmund,DOR,HOF,0,1,0.877373,1.84829,True,True,https://understat.com/match/15167
3,2020,15171,2020-10-17 13:30:00,125,119,Mainz 05,Bayer Leverkusen,LEV,MAI,0,1,0.214962,0.454109,True,True,https://understat.com/match/15171
3,2020,15174,2020-10-18 13:30:00,134,132,FC Cologne,Eintracht Frankfurt,EIN,COL,1,1,1.41695,1.54892,True,True,https://understat.com/match/15174
3,2020,15175,2020-10-18 16:00:00,124,240,Schalke 04,Union Berlin,UNI,SCH,1,1,0.250814,0.831403,True,True,https://understat.com/match/15175
3,2020,15176,2020-10-23 18:30:00,133,134,VfB Stuttgart,FC Cologne,COL,STU,1,1,0.722179,2.37516,True,True,https://understat.com/match/15176
3,2020,15180,2020-10-24 13:30:00,117,132,Bayern Munich,Eintracht Frankfurt,EIN,BAY,5,0,3.80823,0.429229,True,True,https://understat.com/match/15180
3,2020,15181,2020-10-24 16:30:00,129,124,Borussia Dortmund,Schalke 04,SCH,DOR,3,0,1.48384,0.236172,True,True,https://understat.com/match/15181
3,2020,15178,2020-10-24 13:30:00,125,130,Mainz 05,Borussia M.Gladbach,BMG,MAI,2,3,1.90042,3.07629,True,True,https://understat.com/match/15178
3,2020,15179,2020-10-24 13:30:00,136,122,RasenBallsport Leipzig,Hertha Berlin,HER,RBL,2,1,2.68523,0.802136,True,True,https://understat.com/match/15179
3,2020,15177,2020-10-24 13:30:00,240,135,Union Berlin,Freiburg,FRE,UNI,1,1,1.28488,0.271576,True,True,https://understat.com/match/15177
3,2020,15183,2020-10-25 17:00:00,123,120,Werder Bremen,Hoffenheim,HOF,WER,1,1,0.229596,0.870978,True,True,https://understat.com/match/15183
3,2020,15182,2020-10-25 14:30:00,131,262,Wolfsburg,Arminia Bielefeld,ARM,WOL,2,1,2.77748,0.664903,True,True,https://understat.com/match/15182
3,2020,15184,2020-10-26 19:30:00,119,121,Bayer Leverkusen,Augsburg,AUG,LEV,3,1,2.6291,0.342366,True,True,https://understat.com/match/15184
3,2020,15185,2020-10-30 19:30:00,124,133,Schalke 04,VfB Stuttgart,STU,SCH,1,1,0.726659,1.56968,True,True,https://understat.com/match/15185
3,2020,15188,2020-10-31 14:30:00,262,129,Arminia Bielefeld,Borussia Dortmund,DOR,ARM,0,2,0.255813,2.75909,True,True,https://understat.com/match/15188
3,2020,15187,2020-10-31 14:30:00,121,125,Augsburg,Mainz 05,MAI,AUG,3,1,1.78716,1.01141,True,True,https://understat.com/match/15187
3,2020,15190,2020-10-31 17:30:00,130,136,Borussia M.Gladbach,RasenBallsport Leipzig,RBL,BMG,1,0,0.615287,0.695278,True,True,https://understat.com/match/15190
3,2020,15189,2020-10-31 14:30:00,132,123,Eintracht Frankfurt,Werder Bremen,WER,EIN,1,1,2.49235,0.733652,True,True,https://understat.com/match/15189
3,2020,15186,2020-10-31 14:30:00,134,117,FC Cologne,Bayern Munich,BAY,COL,1,2,0.681548,0.992927,True,True,https://understat.com/match/15186
3,2020,15191,2020-11-01 14:30:00,135,119,Freiburg,Bayer Leverkusen,LEV,FRE,2,4,1.18284,1.34088,True,True,https://understat.com/match/15191
3,2020,15192,2020-11-01 17:00:00,122,131,Hertha Berlin,Wolfsburg,WOL,HER,1,1,1.25246,0.397923,True,True,https://understat.com/match/15192
3,2020,15193,2020-11-02 19:30:00,120,240,Hoffenheim,Union Berlin,UNI,HOF,1,3,1.49329,3.66229,True,True,https://understat.com/match/15193
3,2020,15194,2020-11-06 19:30:00,123,134,Werder Bremen,FC Cologne,COL,WER,1,1,1.35118,0.399372,True,True,https://understat.com/match/15194
3,2020,15199,2020-11-07 14:30:00,121,122,Augsburg,Hertha Berlin,HER,AUG,0,3,0.350601,2.51682,True,True,https://understat.com/match/15199
3,2020,15200,2020-11-07 17:30:00,129,117,Borussia Dortmund,Bayern Munich,BAY,DOR,2,3,2.30881,1.33621,True,True,https://understat.com/match/15200
3,2020,15198,2020-11-07 14:30:00,125,124,Mainz 05,Schalke 04,SCH,MAI,2,2,3.36371,1.70687,True,True,https://understat.com/match/15198
3,2020,15196,2020-11-07 14:30:00,136,135,RasenBallsport Leipzig,Freiburg,FRE,RBL,3,0,2.43212,0.577152,True,True,https://understat.com/match/15196
3,2020,15197,2020-11-07 14:30:00,240,262,Union Berlin,Arminia Bielefeld,ARM,UNI,5,0,2.25166,0.259002,True,True,https://understat.com/match/15197
3,2020,15195,2020-11-07 14:30:00,133,132,VfB Stuttgart,Eintracht Frankfurt,EIN,STU,2,2,2.0858,3.48931,True,True,https://understat.com/match/15195
3,2020,15202,2020-11-08 17:00:00,119,130,Bayer Leverkusen,Borussia M.Gladbach,BMG,LEV,4,3,1.53904,3.02085,True,True,https://understat.com/match/15202
3,2020,15201,2020-11-08 14:30:00,131,120,Wolfsburg,Hoffenheim,HOF,WOL,2,1,2.65255,2.63695,True,True,https://understat.com/match/15201
3,2020,15207,2020-11-21 14:30:00,262,119,Arminia Bielefeld,Bayer Leverkusen,LEV,ARM,1,2,0.0,1.32693,True,True,https://understat.com/match/15207
3,2020,15203,2020-11-21 14:30:00,117,123,Bayern Munich,Werder Bremen,WER,BAY,1,1,1.6736,1.63104,True,True,https://understat.com/match/15203
3,2020,15204,2020-11-21 14:30:00,130,121,Borussia M.Gladbach,Augsburg,AUG,BMG,1,1,1.70506,0.813971,True,True,https://understat.com/match/15204
3,2020,15208,2020-11-21 17:30:00,132,136,Eintracht Frankfurt,RasenBallsport Leipzig,RBL,EIN,1,1,0.888746,0.911677,True,True,https://understat.com/match/15208
3,2020,15209,2020-11-21 19:30:00,122,129,Hertha Berlin,Borussia Dortmund,DOR,HER,2,5,1.20761,2.83449,True,True,https://understat.com/match/15209
3,2020,15205,2020-11-21 14:30:00,120,133,Hoffenheim,VfB Stuttgart,STU,HOF,3,3,1.75486,1.45618,True,True,https://understat.com/match/15205
3,2020,15206,2020-11-21 14:30:00,124,131,Schalke 04,Wolfsburg,WOL,SCH,0,2,1.00376,2.66289,True,True,https://understat.com/match/15206
