league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url
3,2021,17516,2021-08-13 18:30:00,130,117,Borussia M.Gladbach,Bayern Munich,BAY,BMG,1,1,1.98777,2.91794,True,True,https://understat.com/match/17516
3,2021,17517,2021-08-14 13:30:00,262,135,Arminia Bielefeld,Freiburg,FRE,ARM,0,0,0.575032,1.63663,True,True,https://understat.com/match/17517
3,2021,17518,2021-08-14 13:30:00,121,120,Augsburg,Hoffenheim,HOF,AUG,0,4,0.734658,3.44423,True,True,https://understat.com/match/17518
3,2021,17522,2021-08-14 16:30:00,129,132,Borussia Dortmund,Eintracht Frankfurt,EIN,DOR,5,2,2.83799,1.36709,True,True,https://understat.com/match/17522
3,2021,17520,2021-08-14 13:30:00,240,119,Union Berlin,Bayer Leverkusen,LEV,UNI,1,1,0.443841,0.7943,True,True,https://understat.com/match/17520
3,2021,17519,2021-08-14 13:30:00,133,267,VfB Stuttgart,Greuther Fuerth,GRE,STU,5,1,4.25968,1.31466,True,True,https://understat.com/match/17519
3,2021,17521,2021-08-14 13:30:00,131,268,Wolfsburg,Bochum,BOC,WOL,1,0,2.78774,0.297792,True,True,https://understat.com/match/17521
3,2021,17524,2021-08-15 15:30:00,134,122,FC Cologne,Hertha Berlin,HER,COL,3,1,1.62567,2.1078,True,True,https://understat.com/match/17524
3,2021,17523,2021-08-15 13:30:00,125,136,Mainz 05,RasenBallsport Leipzig,RBL,MAI,1,0,1.27109,0.841814,True,True,https://understat.com/match/17523
3,2021,17525,2021-08-20 18:30:00,136,133,RasenBallsport Leipzig,VfB Stuttgart,STU,RBL,4,0,2.86627,0.958579,True,True,https://understat.com/match/17525
3,2021,17531,2021-08-21 16:30:00,119,130,Bayer Leverkusen,Borussia M.Gladbach,BMG,LEV,4,0,1.94592,1.66054,True,True,https://understat.com/match/17531
3,2021,17527,2021-08-21 13:30:00,268,125,Bochum,Mainz 05,MAI,BOC,2,0,1.05301,0.817413,True,True,https://understat.com/match/17527
3,2021,17530,2021-08-21 13:30:00,132,121,Eintracht Frankfurt,Augsburg,AUG,EIN,0,0,1.3297,0.16593,True,True,https://understat.com/match/17530
3,2021,17529,2021-08-21 13:30:00,135,129,Freiburg,Borussia Dortmund,DOR,FRE,2,1,1.58418,1.49634,True,True,https://understat.com/match/17529
3,2021,17526,2021-08-21 13:30:00,267,262,Greuther Fuerth,Arminia Bielefeld,ARM,GRE,1,1,2.57735,0.763691,True,True,https://understat.com/match/17526
3,2021,17528,2021-08-21 13:30:00,122,131,Hertha Berlin,Wolfsburg,WOL,HER,1,2,1.17401,0.558009,True,True,https://understat.com/match/17528
3,2021,17533,2021-08-22 15:30:00,117,134,Bayern Munich,FC Cologne,COL,BAY,3,2,3.08002,0.957893,True,True,https://understat.com/match/17533
3,2021,17532,2021-08-22 13:30:00,120,240,Hoffenheim,Union Berlin,UNI,HOF,2,2,0.967015,2.35122,True,True,https://understat.com/match/17532
3,2021,17534,2021-08-27 18:30:00,129,120,Borussia Dortmund,Hoffenheim,HOF,DOR,3,2,3.40779,2.42487,True,True,https://understat.com/match/17534
3,2021,17536,2021-08-28 13:30:00,262,132,Arminia Bielefeld,Eintracht Frankfurt,EIN,ARM,1,1,0.626534,1.78556,True,True,https://understat.com/match/17536
